title,text,subject,date,label
BREAKING: World leaders secretly meeting to plan global shutdown!!! MUST SEE [VIDEO 4],"A shocking new video circulating online shows what conspiracy theorists claim is an alien spacecraft hovering directly over the Capitol building. Eyewitnesses reported bright green flashing lights and unusual static on their mobile devices. Officials have refused to comment, fueling rumors of a massive government cover-up. This is a 100% real secret conspiracy that they do not want you to know about!!!",world,2023-05-25,1
Secret government document leaks online proving election fraud!!! MUST SEE [VIDEO 9],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-03-21,1
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 2],"A shocking new video circulating online shows what conspiracy theorists claim is an alien spacecraft hovering directly over the Capitol building. Eyewitnesses reported bright green flashing lights and unusual static on their mobile devices. Officials have refused to comment, fueling rumors of a massive government cover-up. This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-08-19,1
National library archives historic letters from the 18th century (Report #374),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 7% margin of error.",health,2023-06-25,0
Tech company announces breakthrough in quantum computing (Report #180),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 5% margin of error.",health,2023-02-20,0
Global climate summit reaches historic agreement (Report #764),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 6% margin of error.",tech,2023-02-20,0
Senate passes bipartisan infrastructure bill (Report #116),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 10% margin of error.",politics,2023-09-14,0
Scientists confirm the Earth is actually expanding every day!!! MUST SEE [VIDEO 5],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",health,2023-04-23,1
SHOCKING: Aliens landed in Washington DC last night!!!! MUST SEE [VIDEO 7],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-05-12,1
BREAKING: World leaders secretly meeting to plan global shutdown!!! MUST SEE [VIDEO 2],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-08-21,1
SHOCKING: Aliens landed in Washington DC last night!!!! MUST SEE [VIDEO 7],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",tech,2023-02-28,1
Local council approves new public park construction (Report #164),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 5% margin of error.",health,2023-01-15,0
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 4],"A shocking new video circulating online shows what conspiracy theorists claim is an alien spacecraft hovering directly over the Capitol building. Eyewitnesses reported bright green flashing lights and unusual static on their mobile devices. Officials have refused to comment, fueling rumors of a massive government cover-up. This is a 100% real secret conspiracy that they do not want you to know about!!!",world,2023-06-17,1
Government is using cellular towers to control minds!!! MUST SEE [VIDEO 4],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,health,2023-06-23,1
This simple trick can generate infinite electricity at home!!! MUST SEE [VIDEO 3],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",health,2023-09-25,1
Global climate summit reaches historic agreement (Report #868),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 2% margin of error.",politics,2023-05-27,0
Tech company announces breakthrough in quantum computing (Report #927),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 8% margin of error.",tech,2023-08-19,0
Leaked video shows secret underground city beneath the pyramids!!! MUST SEE [VIDEO 2],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-05-26,1
BREAKING: World leaders secretly meeting to plan global shutdown!!! MUST SEE [VIDEO 8],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-08-20,1
ALERT: This common kitchen ingredient is slowly poisoning you!!!! MUST SEE [VIDEO 6],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,science,2023-08-27,1
This simple trick can generate infinite electricity at home!!! MUST SEE [VIDEO 5],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,tech,2023-07-17,1
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 8],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-09-14,1
ALERT: This common kitchen ingredient is slowly poisoning you!!!! MUST SEE [VIDEO 6],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",world,2023-04-17,1
Leaked video shows secret underground city beneath the pyramids!!! MUST SEE [VIDEO 3],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,tech,2023-05-26,1
Federal Reserve holds interest rates steady (Report #563),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 9% margin of error.",world,2023-02-16,0
Tech company announces breakthrough in quantum computing (Report #427),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 7% margin of error.",science,2023-07-24,0
Government is using cellular towers to control minds!!! MUST SEE [VIDEO 9],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,politics,2023-05-20,1
ALERT: This common kitchen ingredient is slowly poisoning you!!!! MUST SEE [VIDEO 2],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",health,2023-09-22,1
Secret government document leaks online proving election fraud!!! MUST SEE [VIDEO 2],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",world,2023-04-13,1
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 5],"A shocking new video circulating online shows what conspiracy theorists claim is an alien spacecraft hovering directly over the Capitol building. Eyewitnesses reported bright green flashing lights and unusual static on their mobile devices. Officials have refused to comment, fueling rumors of a massive government cover-up. This is a 100% real secret conspiracy that they do not want you to know about!!!",health,2023-04-28,1
Mayor announces new initiatives for urban housing (Report #193),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 8% margin of error.",science,2023-03-12,0
National library archives historic letters from the 18th century (Report #531),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 10% margin of error.",world,2023-08-22,0
You won't believe what this celebrity did at the private island!!!! MUST SEE [VIDEO 3],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-07-24,1
Scientists confirm the Earth is actually expanding every day!!! MUST SEE [VIDEO 2],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,politics,2023-07-18,1
National library archives historic letters from the 18th century (Report #754),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 9% margin of error.",health,2023-03-19,0
National library archives historic letters from the 18th century (Report #100),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 4% margin of error.",science,2023-05-16,0
New study shows benefits of Mediterranean diet on heart health (Report #495),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 5% margin of error.",tech,2023-02-23,0
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 7],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-05-13,1
Federal Reserve holds interest rates steady (Report #412),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 10% margin of error.",health,2023-03-21,0
Senate passes bipartisan infrastructure bill (Report #111),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 6% margin of error.",science,2023-01-18,0
ALERT: This common kitchen ingredient is slowly poisoning you!!!! MUST SEE [VIDEO 3],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,politics,2023-08-17,1
Secret government document leaks online proving election fraud!!! MUST SEE [VIDEO 7],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",tech,2023-02-19,1
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 2],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-08-28,1
Scientists confirm the Earth is actually expanding every day!!! MUST SEE [VIDEO 9],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",world,2023-02-28,1
Federal Reserve holds interest rates steady (Report #828),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 1% margin of error.",science,2023-05-14,0
Government is using cellular towers to control minds!!! MUST SEE [VIDEO 5],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",tech,2023-04-10,1
New study shows benefits of Mediterranean diet on heart health (Report #558),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 4% margin of error.",tech,2023-04-23,0
Local council approves new public park construction (Report #422),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 3% margin of error.",health,2023-08-25,0
Global climate summit reaches historic agreement (Report #803),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 8% margin of error.",world,2023-02-28,0
World health officials monitor new flu strain (Report #522),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 5% margin of error.",science,2023-04-15,0
SHOCKING: Aliens landed in Washington DC last night!!!! MUST SEE [VIDEO 9],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",tech,2023-05-27,1
National library archives historic letters from the 18th century (Report #317),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 10% margin of error.",science,2023-01-27,0
Scientists confirm the Earth is actually expanding every day!!! MUST SEE [VIDEO 9],"A shocking new video circulating online shows what conspiracy theorists claim is an alien spacecraft hovering directly over the Capitol building. Eyewitnesses reported bright green flashing lights and unusual static on their mobile devices. Officials have refused to comment, fueling rumors of a massive government cover-up. This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-03-14,1
Leaked video shows secret underground city beneath the pyramids!!! MUST SEE [VIDEO 9],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,science,2023-04-22,1
Mars rover discovers signs of ancient water (Report #590),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 1% margin of error.",politics,2023-09-27,0
Leaked video shows secret underground city beneath the pyramids!!! MUST SEE [VIDEO 1],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",tech,2023-02-27,1
Global climate summit reaches historic agreement (Report #522),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 5% margin of error.",health,2023-06-23,0
This simple trick can generate infinite electricity at home!!! MUST SEE [VIDEO 7],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,politics,2023-01-14,1
World health officials monitor new flu strain (Report #423),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 9% margin of error.",politics,2023-06-24,0
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 2],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-05-25,1
World health officials monitor new flu strain (Report #793),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 4% margin of error.",science,2023-02-15,0
SHOCKING: Aliens landed in Washington DC last night!!!! MUST SEE [VIDEO 8],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-04-19,1
Tech company announces breakthrough in quantum computing (Report #462),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 3% margin of error.",tech,2023-07-21,0
You won't believe what this celebrity did at the private island!!!! MUST SEE [VIDEO 1],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",world,2023-01-13,1
Government is using cellular towers to control minds!!! MUST SEE [VIDEO 1],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-07-14,1
Senate passes bipartisan infrastructure bill (Report #838),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 4% margin of error.",politics,2023-03-13,0
Scientists confirm the Earth is actually expanding every day!!! MUST SEE [VIDEO 1],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-05-13,1
Scientists confirm the Earth is actually expanding every day!!! MUST SEE [VIDEO 6],"An anonymous hacker group has released what they claim is an unredacted video proving that the election was completely rigged by an advanced AI algorithm. The video, which has already been banned on major social networks, shows simulated voting statistics being altered in real time. Absolute proof inside! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-04-27,1
Mars rover discovers signs of ancient water (Report #294),"The city council voted unanimously to approve the development of a new fifty-acre public park in the downtown district. The project will feature walking paths, community gardens, and solar-powered lighting. Construction is scheduled to begin early next spring, with completion expected within eighteen months. Statistics from official census indicate a 2% margin of error.",world,2023-03-22,0
World health officials monitor new flu strain (Report #433),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 1% margin of error.",world,2023-04-18,0
Federal Reserve holds interest rates steady (Report #493),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 1% margin of error.",science,2023-05-27,0
This simple trick can generate infinite electricity at home!!! MUST SEE [VIDEO 1],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-08-10,1
Mars rover discovers signs of ancient water (Report #881),"The Senate today voted in favor of a major infrastructure package, marking a rare moment of bipartisan cooperation. Spokespersons from both parties stated that this bill will fund critical upgrades to roads, bridges, and public transit systems over the next decade. Economists suggest this will create thousands of jobs across the nation. Statistics from official census indicate a 5% margin of error.",politics,2023-05-18,0
Government is using cellular towers to control minds!!! MUST SEE [VIDEO 6],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",health,2023-05-15,1
Local council approves new public park construction (Report #698),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 5% margin of error.",science,2023-09-15,0
New study shows benefits of Mediterranean diet on heart health (Report #284),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 9% margin of error.",world,2023-02-27,0
Miracle pill cures all diseases in under 24 hours!!!! MUST SEE [VIDEO 1],"A shocking new video circulating online shows what conspiracy theorists claim is an alien spacecraft hovering directly over the Capitol building. Eyewitnesses reported bright green flashing lights and unusual static on their mobile devices. Officials have refused to comment, fueling rumors of a massive government cover-up. This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-01-20,1
Tech company announces breakthrough in quantum computing (Report #848),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 4% margin of error.",world,2023-07-25,0
Senate passes bipartisan infrastructure bill (Report #377),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 2% margin of error.",tech,2023-09-24,0
Global climate summit reaches historic agreement (Report #857),"A comprehensive study published in the Journal of Medicine reveals that individuals following a Mediterranean diet experience a significant reduction in cardiovascular risks. Researchers monitored over five thousand participants over five years, confirming that olive oil, nuts, and fresh vegetables contribute to arterial longevity. Statistics from official census indicate a 8% margin of error.",science,2023-04-28,0
New study shows benefits of Mediterranean diet on heart health (Report #672),"Delegates at the climate summit have officially signed an agreement pledging to reduce carbon emissions by thirty percent by the end of the decade. The agreement comes after weeks of intense negotiations. Environmental advocates called the treaty a step in the right direction, though some warn that stricter enforcement is necessary. Statistics from official census indicate a 9% margin of error.",health,2023-08-25,0
Government is using cellular towers to control minds!!! MUST SEE [VIDEO 2],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-01-11,1
SHOCKING: Aliens landed in Washington DC last night!!!! MUST SEE [VIDEO 2],High-ranking sources report that world elites are currently meeting in an undisclosed bunker in Switzerland to execute a global lockdown protocol. The plan involves turning off the internet and replacing paper money with a trackable digital currency. Prepare your family immediately! This is a 100% real secret conspiracy that they do not want you to know about!!!,politics,2023-08-26,1
ALERT: This common kitchen ingredient is slowly poisoning you!!!! MUST SEE [VIDEO 6],"A shocking new video circulating online shows what conspiracy theorists claim is an alien spacecraft hovering directly over the Capitol building. Eyewitnesses reported bright green flashing lights and unusual static on their mobile devices. Officials have refused to comment, fueling rumors of a massive government cover-up. This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-01-13,1
Leaked video shows secret underground city beneath the pyramids!!! MUST SEE [VIDEO 8],"A secret whistleblower from a major pharmaceutical company has leaked files detailing a secret ingredient in everyday foods that is designed to make people sick. According to the document, the FDA has known about this for years but is being paid off by large corporations. Share this warning before it is deleted! This is a 100% real secret conspiracy that they do not want you to know about!!!",science,2023-02-14,1
Local council approves new public park construction (Report #607),"In its monthly meeting, the Federal Reserve decided to keep current interest rates unchanged. The chairman noted that while inflation shows signs of slowing, the labor market remains exceptionally strong. Market analysts predict that rate cuts may not occur until the next fiscal quarter. Statistics from official census indicate a 1% margin of error.",world,2023-08-19,0
This simple trick can generate infinite electricity at home!!! MUST SEE [VIDEO 7],"A brilliant independent researcher has bypassed mainstream medical institutions to create an all-natural herbal pill that cures cancer, diabetes, and heart disease overnight. Big Pharma is currently trying to arrest the scientist to keep their multi-billion dollar treatment business alive. Click here to buy now! This is a 100% real secret conspiracy that they do not want you to know about!!!",politics,2023-03-19,1
